"Mnemonic","OemCode","Manufacturer","ESTA Man Code","Product","DMX in","DMX out","Are ports Physical","Is RDM supported","Website"
"Oem_spacelights_spacenet1i_1","0x29C4","Spacelights","0x08EE ","spacenet1i","1","0","y","n","https://www.spacelights.gr/"
"Oem_spacelights_spacenet2o_1","0x29C5","Spacelights","0x08EE ","spacenet2o","0","2","y","y","https://www.spacelights.gr/"
"Oem_sqd_lighting_co_limited_cd90rack_48i_1","0x2DA4","SQD lighting Co Limited","0x016F","CD90RACK 48i","2","2","y","y","www.sqdlighting.com"
"Oem_sqd_lighting_co_limited_cd90rack_96i_1","0x2DA5","SQD lighting Co Limited","0x016F","CD90RACK 96i","2","2","y","y","www.sqdlighting.com"
"Oem_sqd_lighting_co_limited_flygeko_1","0x2E2F","sqd lighting Co limited","0x016F","flygeko","2","2","y","y","www.sqdlighting.com"
"Oem_sqd_lighting_co_limited_led_lighting_fixtures_series_1","0x299A","SQD lighting Co Limited","0x016F ","LED lighting fixtures series","1","1","y","y","www.sqdlighting.com"
"Oem_sqd_lighting_co_limited_sqd_sn1024_h_1","0x2DB9","SQD lighting Co Limited","0x016F","SQD SN1024 H","2","2","y","y","www.sqdlighting.com"
"Oem_sqd_lighting_co_limited_sqd_sn2048_h_1","0x2DB8","SQD lighting Co Limited","0x016F","SQD SN2048 H","4","4","y","y","www.sqdlighting.com"
"Oem_sqd_lighting_co_limited_sqd_znfdq14_1","0x2DA3","SQD lighting Co Limited","0x016F","SQD ZNFDQ14","2","4","y","y","www.sqdlighting.com"
"Oem_sqd_lighting_co_limited_sqd_znjcx112z_1","0x2D99","SQD lighting Co Limited","0x016F","SQD ZNJCX112Z","2","2","y","y","www.sqdlighting.com"
"Oem_sqd_lighting_co_limited_sqd_znjcx16z_1","0x2D9A","SQD lighting Co Limited","0x016F","SQD ZNJCX16Z","2","2","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_node1_2_1","0x2D74","sqdlighting","0x016F","SQD NODE1 2","8","8","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_node1_2a_1","0x2D75","sqdlighting","0x016F","SQD NODE1 2a","8","8","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_noode1_2_1","0x2D71","sqdlighting","0x016F","SQD NOODE1 2","2","2","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_noode1_4_1","0x2D72","sqdlighting","0x016F","SQD NOODE1 4","4","4","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_noode1_8_1","0x2D73","sqdlighting","0x016F","SQD NOODE1 8","8","8","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_noode2_2_1","0x2D70","sqdlighting","0x016F","SQD NOODE2 2","2","2","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_noode2_2a_1","0x2D76","sqdlighting","0x016F","SQD NOODE2 2a","8","8","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_noode2_4_1","0x2D6F","sqdlighting","0x016F","SQD NOODE2 4","4","4","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_noode2_4a_1","0x2D77","sqdlighting","0x016F","SQD NOODE2 4a","8","8","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_noode2_8_1","0x2D6E","sqdlighting","0x016F","SQD NOODE2 8","8","8","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_noode2_8a_1","0x2D78","sqdlighting","0x016F","SQD NOODE2 8a","8","8","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_znfdq1_8_1","0x2D6B","sqdlighting","0x016F","SQD ZNFDQ1 8","8","8","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_znjcx1_12_1","0x2D69","sqdlighting","0x016F","SQD ZNJCX1 12","2","2","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_znjcx1_6_1","0x2D6A","sqdlighting","0x016F","SQD ZNJCX1 6","2","2","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_znjcx_12_1","0x2D6D","sqdlighting","0x016F","SQD ZNJCX 12","2","2","y","y","www.sqdlighting.com"
"Oem_sqdlighting_sqd_znjcx_6_1","0x2D6C","sqdlighting","0x016F","SQD ZNJCX 6","2","2","y","y","www.sqdlighting.com"
"Oem_ssg_technology_ltd_sd980_an_1","0x295E","SSG Technology Ltd","","SD980 AN","8","8","Y","Y","http://www.bj-yutong.com/"
"Oem_st_andrews_dot_2_1","0x2C19","St Andrews","","Dot 2","1","1","y","y","https://www.sacs.nsw.edu.au/"
"Oem_stage_design_technology_co_ltd_nanchang_multifunction_network_processing_unit_1","0x2A6E","stage design technology co Ltd nanchang","","multifunction network processing unit","4","4","y","y","weus.net.cn"
"Oem_stage_gear_aum_1","0x2AD9","Stage Gear","","AUM","1","1","n","n","https://WWW.stagegear.in"
"Oem_stagetubes_matrixengine_1","0x2B94","StageTubes","","MatrixEngine","1","8","n","y","http://www.stagetubes.com"
"Oem_steinigke_showtechnic_gmbh_dmx_aio_1","0x291B","Steinigke Showtechnic GmbH","0x29AA ","DMX AIO","2","2","y","n","http://www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_dxt_pixel_node_iv_1","0x2C29","Steinigke Showtechnic GmbH","0x29AA ","DXT Pixel Node IV","0","4","y","n","www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_dxt_poe_node_i_1","0x2B8D","Steinigke Showtechnic GmbH","0x29AA ","DXT PoE Node I","1","1","y","n","https://steinigke.de"
"Oem_steinigke_showtechnic_gmbh_eurolite_light_captain_1","0x2C88","Steinigke Showtechnic GmbH","0x29AA","eurolite Light Captain","0","2","n","n","www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_eye_740_1","0x2A29","Steinigke Showtechnic GmbH","0x29AA ","EYE 740","1","1","y","y","www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_freedmx_ap_1","0x2A5B","Steinigke Showtechnic GmbH","0x29AA ","freeDMX AP","0","1","y","n","https://www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_ip_plb420_moving_head_beam_1","0x2BA6","Steinigke Showtechnic GmbH","0x29AA ","IP PLB420 Moving Head Beam","21","21","y","y","www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_ip_plh_420_moving_head_spotbeam_1","0x2BA5","Steinigke Showtechnic GmbH","0x29AA ","IP PLH 420 Moving Head SpotBeam","21","21","y","y","www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_led_ip_atmo_bar_10_1","0x2C21","Steinigke Showtechnic GmbH","0x29AA ","LED IP Atmo Bar 10","1","1","y","y","http://www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_led_ip_atmo_blinder_9_1","0x2BF8","Steinigke Showtechnic GmbH","0x29AA ","LED IP Atmo Blinder 9","1","1","y","y","www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_led_pix_12_swing_qcl_zoom_bar_1","0x2CA7","Steinigke Showtechnic GmbH","0x29AA","LED PIX 12 Swing QCL Zoom Bar","1","1","y","y","www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_led_pixel_ball_psu_5_mk2_1","0x2D54","Steinigke Showtechnic GmbH","0x29AA","LED Pixel Ball PSU 5 MK2","1","1","y","y","www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_led_pixel_matrix_bar_10_rgbww_1","0x2CE1","Steinigke Showtechnic GmbH","0x29AA","LED Pixel Matrix Bar 10 RGBWW","1","1","y","y","www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_led_pixel_matrix_panel_2x5_rgbww_1","0x2CE0","Steinigke Showtechnic GmbH","0x29AA","LED Pixel Matrix Panel 2x5 RGBWW","1","1","y","y","www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_led_pixel_matrix_panel_5x5_rgbww_1","0x2C97","Steinigke Showtechnic GmbH","0x29AA","LED Pixel Matrix Panel 5x5 RGBWW","1","1","y","y","www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_node_iv_1","0x2A59","Steinigke Showtechnic GmbH","0x29AA ","Node IV","0","4","y","n","https://www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_pixel_node_ii_1","0x2A5A","Steinigke Showtechnic GmbH","0x29AA ","Pixel Node II","0","2","y","n","https://www.steinigke.de"
"Oem_steinigke_showtechnic_gmbh_stage_pixel_bar_10_ww_1","0x290A","Steinigke Showtechnic GmbH","0x29AA ","Stage Pixel Bar 10 WW","1","1","Y","Y","http://www.steinigke.de"
"Oem_stops_mops_gmbh_desk_dough_beam_1","0x2B49","Stops Mops GmbH","","Desk Dough Beam","1","0","y","n","https://www.stopsmops.com"
"Oem_strike_theatre_electronics_llc_hellbender_console_1","0x2B7A","Strike Theatre Electronics LLC","","Hellbender Console","0","256","n","n","https://strikete.com"
"Oem_strongled_lighting_systems_suzhou_co_ltd_ip_controller_1","0x2B7F","StrongLED Lighting Systems Suzhou Co Ltd","","IP Controller","1","1","y","y","http://www.strongled.com"
"Oem_subsomav_lda_mypocketnode_1","0x2BC1","Subsomav Lda","","MyPocketNode","0","2","y","y","www.subsomav.com"
"Oem_suga_koubou_co_ltd_dmx_recorder_1","0x2A37","Suga koubou Co Ltd","0x00B5 ","DMX Recorder","4","4","y","y","http://www.sugakoubou.com"
"Oem_super_can_industry_growing_co_ltd_eta_node_1","0x2BC5","SUPER CAN Industry Growing Co LTD","0x1872 ","ETA Node","0","2","y","y","https://www.supercanlight.com/"
"Oem_super_can_light_hdmi_video_player_1","0x2BC4","SUPER CAN Light","0x1872 ","HDMI Video Player","2","2","y","n","https://www.supercanlight.com/"
"Oem_swisson_ag_xmt_500_1","0x2C76","Swisson AG","0x5377","XMT 500","1","1","n","y","https://swisson.com/"
"Oem_swisson_ag_xnd_1_1","0x2DD4","SWISSON AG","0x5377","XND 1","2","2","y","y","www.swisson.com"
"Oem_synthesis_led_synthesis_assistant_tool_1","0x2C5A","Synthesis LED","0x2C17","Synthesis Assistant tool","0","32768","n","n","https://synthesis-led.com/"
"Oem_synthesis_led_synthesis_pro_1","0x2C17","Synthesis LED","","Synthesis Pro","0","32768","n","n","https://synthesis-led.com"
"Oem_sze_schneider_zirr_engineering_gmbh_cf_player_a_fullhd2_0_1","0x29D6","SZe Schneider Zirr engineering GmbH","","CF Player A FullHD2 0","0","0","n","n","https://sze.com/playerfullhd2.html"
"Oem_sziton_mess_light_1","0x2A74","sziton","","mess light","10","10","y","y","https://en.sziton.com/"
"Oem_tank_serbatoio_culturale_tasv_1","0x2BB7","Tank Serbatoio Culturale","","TASV","2","2","y","y","https://www.facebook.com/tankbologna"
"Oem_tarm_ag_tarm_blaze_1","0x2CC1","tarm AG","0x0536","tarm BLAZE","1","0","y","y","https://tarm.com/tarm_blaze"
"Oem_tarm_ag_tarm_revolt_1","0x2DEA","tarm AG","0x0536","tarm REVOLT","1","0","y","y","https://www.tarm.com/revolt/"
"Oem_tarm_ag_tarm_revolt_rgb_1","0x2DE9","tarm AG","0x0536","tarm REVOLT RGB","1","0","y","y","https://www.tarm.com"
"Oem_tarm_ag_tarm_rise_300_1","0x2E19","tarm AG","0x0536","tarm RISE 300","1","0","y","y","https://www.tarm.com"
"Oem_tarm_ag_tarm_rise_500_1","0x2E18","tarm AG","0x0536","tarm RISE 500","1","0","y","y","https://www.tarm.com"
"Oem_tarm_ag_tarm_vanquish_1","0x2E1A","tarm AG","0x0536","tarm VANQUISH","1","0","y","y","https://www.tarm.com"
"Oem_tavlintsev_timofey_ledmapper_1","0x2B71","Tavlintsev Timofey","","LedMapper","32","32","n","n","https://tvl.io/soft/ledMapper/"
"Oem_tde_lighttech_izi_access_1","0x2AEC","TDE Lighttech","0x5459 ","IZI Access","1","1","y","n","http://www.tde-lighttech.nl/"
"Oem_tea_engineering_ltd_razzledmx_1","0x2CD3","Tea Engineering Ltd","0x02AE","RazzleDMX","4","4","n","n","https://www.teaengineering.co.uk/razzledmx"
"Oem_telmic_neo_adc20_1","0x2DC9","TELMIC Neo","0x0600","ADC20","0","20","y","n","https://www2.telmic.co.jp/"
"Oem_telmic_neo_dazzle_1","0x2E06","TELMIC Neo","0x0600","Dazzle","0","2","n","y","https://www2.telmic.co.jp/"
"Oem_telmic_neo_quadtra3_1","0x2D1C","TELMIC Neo","0x0600","QUADTRA3","4","12","y","n","https://www2.telmic.co.jp/"
"Oem_telmic_neo_recoller_1","0x2C6F","TELMIC Neo","0x0600","Recoller","0","4","n","n","https://www2.telmic.co.jp/"
"Oem_telmic_neo_u_bar_trans_1","0x2D1B","TELMIC Neo","0x0600","U bar Trans","0","24","y","n","https://www2.telmic.co.jp/"
"Oem_telmic_neo_vac400_1","0x2E07","TELMIC Neo","0x0600","VAC400","0","0","n","n","https://www2.telmic.co.jp/"
"Oem_telmicneo_quadtra2_1","0x2B19","TELMICNeo","0x0600 ","QUADTRA2","0","8","y","n",""
"Oem_the_viva_foundation_of_south_africa_hybrid_mini_1000t_1","0x2DD5","The Viva Foundation of South Africa","0x7A70","Hybrid Mini 1000T","2","2","y","y","www.vivafoundation.life"
"Oem_the_white_rabbit_company_inc_spm_controller_1","0x2D4F","The White Rabbit Company Inc","0x2BA9","SPM Controller","0","128","n","n","https://www.twrc.com/"
"Oem_thelight_luminary_for_cine_and_tv_sl_evo_1_studio_1","0x29D0","THELIGHT Luminary for Cine and TV SL","0x070F ","EVO 1 STUDIO","1","1","y","y","https://www.velvetlight.tv"
"Oem_thelight_luminary_for_cine_and_tv_sl_evo_1_weatherproof_1","0x29D1","THELIGHT Luminary for Cine and TV SL","0x070F ","EVO 1 WEATHERPROOF","1","1","y","y","https://www.velvetlight.tv"
"Oem_thelight_luminary_for_cine_and_tv_sl_evo_2_studio_1","0x29CE","THELIGHT Luminary for Cine and TV SL","0x070F ","EVO 2 STUDIO","1","1","y","y","https://www.velvetlight.tv"
"Oem_thelight_luminary_for_cine_and_tv_sl_evo_2_weatherproof_1","0x29CF","THELIGHT Luminary for Cine and TV SL","0x070F ","EVO 2 WEATHERPROOF","1","1","y","y","https://www.velvetlight.tv"
"Oem_thelight_luminary_for_cine_and_tv_sl_evo_2x2_studio_1","0x29CC","THELIGHT Luminary for Cine and TV SL","0x070F ","EVO 2x2 STUDIO","1","1","y","y","https://www.velvetlight.tv"
"Oem_thelight_luminary_for_cine_and_tv_sl_evo_2x2_weatherproof_1","0x29CD","THELIGHT Luminary for Cine and TV SL","0x070F ","EVO 2x2 WEATHERPROOF","1","1","y","y","https://www.velvetlight.tv"
"Oem_thomas_neumann_licht_und_tontechnik_levelcheck_1","0x2C9C","Thomas Neumann Licht und Tontechnik","0x095C","Levelcheck","0","1","n","n","www.levelcheck.de"
"Oem_tmi_electronics_helios_link_2_1","0x2E3E","TMI Electronics","","Helios Link 2","0","2","y","y","https://tmi.com.ar/en/"
"Oem_tom_bland_q_sys_plugin_1","0x28F9","Tom Bland","","Q SYS Plugin","1","0","n","n",""
"Oem_tongxinkeji_plamp3_1","0x2A4E","tongxinkeji","","plamp3","512","512","y","y",""
"Oem_torres_dmxan_1","0x2BDC","TORRES","","DMXAN","2","2","S","y",""
"Oem_trasmatech_trasmatech_led_panel_1","0x2B1A","TrasMaTech","","TrasMaTech Led Panel","0","2","n","n","https://butikk.trasmatech.com"
"Oem_triative_limited_lytebridge_1","0x2E2C","Triative Limited","0x0000","LyteBridge","0","2","y","n","http://www.triative.com"
"Oem_tristan_leonid_zoltan_thiltges_lightsculptures_1","0x2A1B","Tristan Leonid Zoltan Thiltges","","Lightsculptures","20","0","n","n","http://lightsculpture.lu"
"Oem_tx_plamp1_1","0x2A4C","tx","","plamp1","8","8","y","y",""
"Oem_tx_plamp2_1","0x2A4D","tx","","plamp2","512","512","y","y",""
"Oem_tyler_ward_poe_stack_light_1","0x2B72","Tyler Ward","","POE stack light","0","1","n","y","https://www.scorpia.co.uk"
"Oem_uniquenterprice_unique_1","0x2B42","Uniquenterprice","","Unique","1","1","Y","Y","Uniquenterprice.negocio.site"
"Oem_united_protocols_up8410_1","0x2C02","United Protocols","","UP8410","1","1","n","n","http://www.unitedprotocols.com"
"Oem_united_protocols_up8420_1","0x2C01","United Protocols","","UP8420","1","1","n","n","http://www.unitedprotocols.com"
"Oem_ushio_lighting_inc_amata2_1","0x2BE0","USHIO LIGHTING INC","0x0868 ","Amata2","0","1","n","n","https://www.ushiolighting.com"
"Oem_vanray_dmx_link_pro_1","0x2A13","VANRAY","","DMX LINK PRO","32768","32768","y","y","http://www.vrzmled.com"
"Oem_vari-lite_vlhive_151_digital_fx_1","0x2DA7","Vari-Lite","0x564C","VLHive 151 Digital FX","1","0","y","y","https://www.vari-lite.com/global"
"Oem_vari_lite_2_port_node_pn_65162_1","0x2DE7","Vari Lite","0x564C","2 Port Node PN 65162","2","2","y","y","https://www.vari-lite.com"
"Oem_vari_lite_3_port_din_pcb_pn_97_0387_1","0x2DE4","Vari Lite","0x564C","3 Port DIN PCB PN 97 0387","3","3","y","y","https://www.vari-lite.com"
"Oem_vari_lite_3_port_embedded_pcb_pn_74261_1","0x2DE5","Vari Lite","0x564C","3 Port Embedded PCB PN 74261","3","3","y","y","https://www.vari-lite.com"
"Oem_vari_lite_3_port_node_pn_65163_1","0x2E27","Vari Lite","0x564C","3 Port Node PN 65163","3","3","y","y","https://www.vari-lite.com"
"Oem_vari_lite_8_port_node_pn_65168_1","0x2DE6","Vari Lite","0x564C","8 Port Node PN 65168","4","4","y","y","https://www.vari-lite.com"
"Oem_vari_lite_neo_1","0x2BFD","Vari Lite","0x564C ","Neo","0","0","n","y","https://www.vari-lite.com/"
"Oem_vari_lite_rigswitchplus_1","0x2CC7","Vari Lite","0x564C","RigSwitchPlus","0","1","y","y","https://www.vari-lite.com/"
"Oem_vari_lite_single_gang_node_pn_65161_1","0x2DE8","Vari Lite","0x564C","Single Gang Node PN 65161","1","1","y","y","https://www.vari-lite.com"
"Oem_vari_lite_vl_internal_node_1","0x2BA3","Vari Lite","0x564C ","VL internal node","1","1","y","y","https://vari-lite.com"
"Oem_vari_lite_zeros_1","0x2BFE","Vari Lite","0x564C ","ZerOS","0","0","n","y","https://www.vari-lite.com/"
"Oem_vibesta_bv_rtx1_1","0x29FD","Vibesta BV","","RTX1","1","1","n","n","www.vibesta.com"
"Oem_videndum_astra_ip_1","0x2D56","Videndum","0x01AA","Astra IP","1","0","y","n","https://www.litepanels.com/en/products/astra-ip/"
"Oem_vingtquatrevolts_d_light_1","0x2C16","VINGTQUATREVOLTS","","D Light","1","16","n","y","http://www.getdlight.com"
"Oem_visual_productions_b_station2_1","0x2A5D","Visual Productions","0x2B28 ","B Station2","1","1","y","y","https://www.visualproductions.nl"
"Oem_visual_productions_bv_rdmnode_1","0x2DC3","Visual Productions BV","0x282b","RdmNode","4","4","y","y","https://www.visualproductions.nl/products/rdmnode"
"Oem_visual_productions_bv_spinode_1","0x2DC2","Visual Productions BV","0x282b","SpiNode","24","0","n","n","https://www.visualproductions.nl/products/spinode"
"Oem_visual_productions_cuecore3_1","0x2A5C","Visual Productions","0x2B28 ","CueCore3","4","4","y","y","https://www.visualproductions.nl"
"Oem_visual_productions_dalicore_1","0x2A5E","Visual Productions","0x2B28 ","DaliCore","1","1","y","y","https://www.visualproductions.nl"
"Oem_visual_productions_rdmnode_1","0x2E0D","Visual Productions","0x2B28","RdmNode","4","4","y","y","https://www.visualproductions.nl/products/rdmnode"
"Oem_visual_productions_spinode_1","0x2E0E","Visual Productions","0x2B28","SpiNode","24","0","n","n","https://www.visualproductions.nl/products/spinode"
"Oem_vivalyte_bv_ledlogix_1","0x2C2A","Vivalyte BV","","LEDLogix","1","16","y","n","https://vivalyte.com"
"Oem_vivitek_projector_1","0x2AEF","Vivitek","","Projector","1","0","y","n","http://www.vivitekcorp.com/"
"Oem_vl_software_arthur_maxi_1","0x29D7","VL software","","Arthur Maxi","0","4","Y","N",""
"Oem_vsevolod_kozlov_show_box_1","0x28F8","Vsevolod Kozlov","","Show Box","0","1","n","n","http://zaba.mm.st"
"Oem_wa_benjamin_pmp_power_metering_panel_1","0x2A09","WA Benjamin","0x08D8","PMP Power Metering Panel","1","0","y","y","http://benjaminelectric.com"
"Oem_wangming_wangming_1","0x29EB","WangMing","","WangMing","1","1","y","y",""
"Oem_wattle_it_kanet_1","0x2B80","Wattle IT","0x0020 ","Kanet","1","2","y","y","https://www.wattleit.com.au"
"Oem_waves_system_event_video_player_1","0x2999","Waves System","","Event Video Player","1","1","y","n","www.id-al.com"
"Oem_white_wing_logic_ethersplitter_1","0x2BAA","White Wing Logic","","Ethersplitter","0","16","n","n","http://whitewing.co.uk"
"Oem_white_wing_logic_poe_led_controller_mw10p_1","0x2C8D","White WIng Logic","0x08a5","PoE LED controller MW10P","10","0","n","n","www.whitewing.co.uk"
"Oem_whitevoid_comms_module_1","0x2B69","WHITEvoid","0x006E ","Comms Module","1","2","y","y","https://www.whitevoid.com/"
"Oem_wiktor_kaluzny_dmx_box_1","0x29B5","Wiktor Kaluzny","","DMX BOX","0","1","y","y",""
"Oem_wireless_solution_sweden_ab_w_dmx_wifi_bridge_f_1_1","0x2B75","Wireless Solution Sweden AB","0x5753 ","W DMX WiFi Bridge F 1","0","1","y","y","https://www.wirelessdmx.com"
"Oem_wireless_solution_sweden_ab_w_dmx_wifi_bridge_f_2_1","0x2B74","Wireless Solution Sweden AB","0x5753 ","W DMX WiFi Bridge F 2","0","2","y","y","https://www.wirelessdmx.com"
"Oem_wizzuled_matrix_led_modules_1","0x2A49","WizzuLED","0x021A ","Matrix LED Modules","2","1","n","y","https://www.facebook.com/wizzuled/"
"Oem_wizzuled_wizzuled_matrix_display_module_v2_1","0x2B1F","WizzuLED","0x021A ","WizzuLED Matrix Display Module v2","0","2","n","y","https://www.facebook.com/wizzuled/"
"Oem_wizzuled_wizzuled_wifi_link_1","0x2B1E","WizzuLED","0x021A ","WizzuLED WiFi Link","1","1","y","y","https://www.facebook.com/wizzuled/"
"Oem_wizzuled_wizzuled_wifi_link_pro_optoisolated_1","0x2B1D","WizzuLED","0x021A ","WizzuLED WiFi Link Pro Optoisolated","1","1","y","y","https://www.facebook.com/wizzuled/"
"Oem_wkl_team64_promyk_3_6_1","0x2D44","WKL TEAM64","0x294c","PROMYK 3 6","2","2","y","y","wklteam64.pl"
"Oem_x_laser_mobile_beat_mercury_1","0x293C","X Laser","","Mobile Beat Mercury","0","2","y","y","http://www.x-laser.com"
"Oem_x_laser_skywriter_hpx_m_10_1","0x2906","X Laser","","Skywriter HPX M 10","1","1","y","y","http://www.x-laser.com"
"Oem_x_laser_skywriter_hpx_m_20_1","0x2905","X Laser","","Skywriter HPX M 20","1","1","y","y","http://www.x-laser.com"
"Oem_x_laser_skywriter_hpx_m_2_1","0x293D","X Laser","","Skywriter HPX M_2","0","2","y","y","http://www.x-laser.com"
"Oem_x_laser_skywriter_hpx_m_5_1","0x2907","X Laser","","Skywriter HPX M 5","1","1","y","y","http://www.x-laser.com"
"Oem_xiaoxu_dmx512_expander_1","0x2BE7","xiaoxu","","DMX512 Expander","8","8","y","n","no"
"Oem_xinqidian_ganelight_1","0x29E0","xinqidian","","ganelight","1","4","y","y",""
"Oem_xtec_industries_showtime_1","0x2E14","XTEC Industries","0x0863","ShowTime","1","1","n","n","www.xtec-ind.com"
"Oem_xuri_xur_1","0x2917","xuri","","xur","1","500","n","y",""
"Oem_yarilo_pro_landmx8din_1","0x2BB1","Yarilo Pro","0x01D1 ","LanDMX8DIN","0","8","y","n","https://yarilo.pro/"
"Oem_yarilo_pro_pixel_mini_1","0x2B7E","Yarilo Pro","0x01D1 ","Pixel Mini","0","16","y","n","https://yarilo.pro/"
"Oem_yarilo_pro_pixeldin_1","0x2B1B","Yarilo Pro","0x01D1 ","PixelDIN","0","16","y","n","https:://yarilo.pro"
"Oem_zboxes_intelligent_technology_shanghai_co_ltd_zboxes_8_1","0x2961","Zboxes Intelligent Technology Shanghai Co Ltd","0x2009 ","Zboxes 8","8","8","n","y",""
"Oem_zhsj_video_control_1","0x2A19","zhsj","","Video control","12","12","y","y","http://www.visionlink.com.cn/"
"Oem_zinc_event_production_ltd_wireless_led_controller_1","0x2A54","Zinc Event Production Ltd","","Wireless LED controller","1","0","n","n","https://zinc.uk.com/"
"OemAbDmxA5121","0x28a4","AB DMX","","A512 node","1","2","n","y",""
"OemAbelEVA3715Z1","0x28f6","ABLELITE INTERNATIONAL","0x0242 ","EVA3715Z","2","2","y","y","http://www.ablelite.com"
"OemAbsFxShow1","0x0b30","Absolute FX Pte Ltd","","Showtime","1","4","y","n","http:\\www.absolutefx.com/main.html"
"OemAbsFxVirtFount1","0x0b40","Mediamation Inc","","Virtual Fountain","4","0","n","n","http:\\www.mediamation.com/"
"OemAc3KinStep1","0x2849","AC3 Studio","","Kinetic Stepper Interface","32768","32768","y","n","http://www.ac3-studio.com/"
"OemAckCfs","0x1050","Ackerman Computer Sciences","0x08F9 ","CFSound IV – Compact Flash Sound Player IV","1","1","n","n","http:\\www.acscontrol.com/index_ACS.asp"
"OemAckCl32","0x1051","Ackerman Computer Sciences","0x08F9 ","Color LCD 320x240 Terminal","0","1","n","n","http:\\www.acscontrol.com/index_ACS.asp"
"OemAclSn1","0x13e2","AC Lasers","0x4143 ","SuperNova","1","1","y","y","http:\\www.ac-lasers.co.uk"
"OemAclWl1","0x13e3","AC Lasers","0x4143 ","W Lux","1","1","y","y","http:\\www.ac-lasers.co.uk"
"OemAcmAcmeCM1","0x28df","Acme","","Acme CM","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeLED1","0x28dc","Acme","","Acme LED","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeLS1","0x28dd","Acme","","Acme LS","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeMP1","0x28de","Acme","","Acme MP","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeTS1","0x28e0","Acme","","Acme TS","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeXA1","0x28e1","Acme","","Acme XA","0","1","n","y","http://www.acme.com.cn/"
"OemAcmAcmeXP1","0x28e2","Acme","","Acme XP","0","1","n","y","http://www.acme.com.cn/"
"OemAcmCMS61","0x28e3","Acme","","CM S6","0","1","n","y","http://www.acme.com.cn/"
"OemAcmLEDMTX361","0x28ee","Acme","","LED MTX36","0","1","n","y","http://www.acme.com.cn/"
"OemAcmLEDMTX36HEX1","0x28ed","Acme","","LED MTX36 HEX","0","1","n","y","http://www.acme.com.cn/"
"OemAcmLPF10001","0x28f0","Acme","","LP F1000","0","1","n","y","http://www.acme.com.cn/"
"OemAcmLPF20001","0x28ef","Acme","","LP F2000","0","1","n","y","http://www.acme.com.cn/"
"OemAcmTB1230QW1","0x28f5","Acme","","TB 1230QW","0","1","n","y","http://www.acme.com.cn/"
"OemAcmTS150MWWCW1","0x28e8","Acme","","TS 150M WW CW","0","1","n","y","http://www.acme.com.cn/"
"OemAcmTS150WWCW1","0x28e9","Acme","","TS 150 WW CW","0","1","n","y","http://www.acme.com.cn/"
"OemAcmTS300MWWCW1","0x28ec","Acme","","TS 300M WW CW","0","1","n","y","http://www.acme.com.cn/"
"OemAcmTS300WWC1","0x28eb","Acme","","TS 300 WW C","0","1","n","y","http://www.acme.com.cn/"
"OemAcmTS300WWCW1","0x28ea","Acme","","TS 300 WW CW","0","1","n","y","http://www.acme.com.cn/"
"OemAcmXp","0x10b0","ACME","","XP 1000 SZ","1","0","y","y",""
"OemAcmXP1000FS1","0x28e4","Acme","","XP 1000FS","0","1","n","y","http://www.acme.com.cn/"
"OemAcmXP1000SZF1","0x28e5","Acme","","XP 1000SZF","0","1","n","y","http://www.acme.com.cn/"
